item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDR47,17.85,Low Fat,0.08397771,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.352848,Food,14
DRF27,8.93,Low Fat,0.02806395,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.527821,Drinks,14
FDQ48,14.3,Regular,0.033671305,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.579399,Food,28
FDS37,7.655,Low Fat,0.03143939,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,7.0548744,Food,9
NCI18,18.35,Low Fat,0.013926601,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8982234,Non-Consumables,16
NCJ42,19.75,Low Fat,0.014131746,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.4634,Non-Consumables,28
FDY48,14.0,Low Fat,0.023453195,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,7.269244,Food,9
FDB39,11.6,Low Fat,0.037853282,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.5089574,Food,14
DRI37,15.85,Low Fat,0.10258926,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.5554776,Drinks,4
FDB58,10.5,Regular,0.013481523,Snack Foods,143.2154,OUT017,2007,Small,Tier 2,Supermarket Type1,7.3524213,Food,6
FDV12,16.7,Regular,0.059045985,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,7.4808183,Food,26
NCU06,17.6,Low Fat,0.07171131,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,8.381217,Non-Consumables,26
FDU34,18.25,Low Fat,0.07278682,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.51749,Food,4
FDP31,21.1,Regular,0.1502828,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.949342,Food,4
FDV11,9.1,Regular,0.07848983,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,7.650295,Food,9
NCY06,15.25,Low Fat,0.05962087,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.7617207,Non-Consumables,4
NCV41,14.35,Low Fat,0.016929219,Health and Hygiene,109.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,7.413272,Non-Consumables,11
FDQ52,17.0,Low Fat,0.11226281,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.810649,Food,28
FDM38,5.885,Regular,0.0886463,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,7.3299775,Food,26
FDA14,16.1,Low Fat,0.06314683,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,7.289447,Food,16
FDB23,19.2,Regular,0.00554613,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.252447,Food,28
DRH49,19.7,Low Fat,0.024336526,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,6.978465,Drinks,26
FDI40,11.5,Regular,0.11894983,Frozen Foods,100.6358,OUT017,2007,Small,Tier 2,Supermarket Type1,7.606246,Food,6
FDR37,16.5,Regular,0.064273395,Breakfast,180.4292,OUT045,2002,Small,Tier 2,Supermarket Type1,7.691269,Food,11
FDS16,15.15,Regular,0.06417579,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.420849,Food,14
FDT15,12.15,Regular,0.041795783,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6079006,Food,16
FDL32,15.7,Regular,0.12490875,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,7.115093,Food,26
FDB39,11.6,Low Fat,0.038005397,Dairy,55.8272,OUT017,2007,Small,Tier 2,Supermarket Type1,7.2821474,Food,6
FDX40,12.85,Low Fat,0.09431947,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,5.7331185,Food,26
DRD13,15.0,Low Fat,0.04800795,Soft Drinks,65.6168,OUT045,2002,Small,Tier 2,Supermarket Type1,6.4601674,Drinks,11
FDZ43,11.0,Regular,0.05544517,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,7.9752946,Food,26
DRM59,5.88,Low Fat,0.0035826785,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,7.433547,Drinks,26
NCZ18,7.825,Low Fat,0.16521287,Household,253.4698,OUT017,2007,Small,Tier 2,Supermarket Type1,8.83187,Non-Consumables,6
FDH52,9.42,Regular,0.042762987,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.458038,Food,28
FDM25,10.695,Regular,0.096711025,Breakfast,173.7712,OUT010,1998,Small,Tier 3,Grocery Store,5.1691833,Food,15
NCP05,19.6,Low Fat,0.024852728,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.711459,Non-Consumables,28
FDY38,13.6,Regular,0.11250447,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,7.753752,Food,26
FDO37,8.06,Low Fat,0.02126978,Breakfast,230.3326,OUT017,2007,Small,Tier 2,Supermarket Type1,7.2343183,Food,6
FDV49,10.0,Low Fat,0.025377382,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.873007,Food,28
NCP02,7.105,Low Fat,0.072321296,Household,61.0562,OUT010,1998,Small,Tier 3,Grocery Store,5.6913085,Non-Consumables,15
NCJ19,18.6,Low Fat,0.11191669,Others,58.3588,OUT045,2002,Small,Tier 2,Supermarket Type1,7.343418,Non-Consumables,11
FDW44,9.5,Regular,0.034547515,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,7.846462,Food,16
FDU56,16.85,Low Fat,0.043456014,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6151466,Food,16
FDZ58,17.85,Low Fat,0.05114168,Snack Foods,123.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,7.803902,Food,6
FDZ15,13.1,Low Fat,0.02063892,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,7.5532084,Food,26
NCI06,11.3,Low Fat,0.046684977,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.523861,Non-Consumables,14
FDD36,13.3,Low Fat,0.02113529,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.483068,Food,4
FDD56,15.2,Regular,0.09892974,Fruits and Vegetables,177.0054,OUT045,2002,Small,Tier 2,Supermarket Type1,8.20991,Food,11
FDX27,20.7,Regular,0.10847941,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.851646,Food,4
FDG50,7.405,Low Fat,0.025240608,Canned,89.7146,OUT010,1998,Small,Tier 3,Grocery Store,5.2063622,Food,15
FDU36,6.15,Low Fat,0.0454125,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.42366,Food,4
FDJ15,11.35,Regular,0.023054665,Dairy,182.5608,OUT046,1997,Small,Tier 1,Supermarket Type1,8.104007,Food,16
FDG32,19.85,Low Fat,0.16208676,Fruits and Vegetables,223.0772,OUT035,2004,Small,Tier 2,Supermarket Type1,7.4838166,Food,9
FDV15,10.3,Low Fat,0.22787559,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,5.741702,Food,28
FDS28,8.18,Regular,0.079118915,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,5.8393407,Food,26
FDU23,12.15,Low Fat,0.021523958,Breads,165.0184,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.102395,Food,14
DRI03,6.03,Low Fat,0.022445602,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,8.354784,Drinks,9
FDH28,15.85,Regular,0.10494847,Frozen Foods,36.9506,OUT017,2007,Small,Tier 2,Supermarket Type1,6.6320176,Food,6
FDP16,18.6,Low Fat,0.06369897,Frozen Foods,245.7802,OUT010,1998,Small,Tier 3,Grocery Store,5.5040307,Food,15
NCQ29,12.0,Low Fat,0.091278926,Health and Hygiene,262.3278,OUT017,2007,Small,Tier 2,Supermarket Type1,7.353701,Non-Consumables,6
NCH30,17.1,Low Fat,0.06204547,Household,114.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.213939,Non-Consumables,4
FDU31,10.5,Regular,0.024683887,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,7.9450808,Food,16
FDF04,17.5,Low Fat,0.013565815,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.732293,Food,14
FDZ20,16.1,Low Fat,0.033703998,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,8.834492,Food,26
NCK05,20.1,Low Fat,0.07239477,Health and Hygiene,61.3536,OUT010,1998,Small,Tier 3,Grocery Store,5.213635,Non-Consumables,15
FDV23,11.0,Low Fat,0.1700014,Breads,125.6046,OUT019,1985,Small,Tier 1,Grocery Store,6.4337807,Food,28
FDA07,7.55,Regular,0.050498188,Fruits and Vegetables,122.6072,OUT010,1998,Small,Tier 3,Grocery Store,4.80817,Food,15
FDL03,19.25,Regular,0.02669847,Meat,194.811,OUT013,1987,High,Tier 3,Supermarket Type1,7.9192667,Food,26
FDX04,19.6,Regular,0.040893257,Frozen Foods,49.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.8656325,Food,4
FDV19,14.85,Regular,0.034788463,Fruits and Vegetables,161.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.2752557,Food,4
FDP22,14.65,Regular,0.09488826,Snack Foods,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.421946,Food,4
FDT34,9.3,Low Fat,0.16155446,Snack Foods,107.0964,OUT017,2007,Small,Tier 2,Supermarket Type1,7.2948866,Food,6
FDZ26,11.6,Regular,0.13393632,Dairy,237.5222,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.877754,Food,28
NCM43,14.5,Low Fat,0.019317854,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.802542,Non-Consumables,14
DRK35,8.365,Low Fat,0.069382854,Hard Drinks,37.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,6.3443356,Drinks,16
FDO20,12.85,Regular,0.11958887,Fruits and Vegetables,252.3382,OUT046,1997,Small,Tier 1,Supermarket Type1,8.475209,Food,16
FDO22,13.5,Regular,0.017729145,Snack Foods,79.496,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2710977,Food,14
FDM46,7.365,Low Fat,0.14839229,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,7.173934,Food,16
FDO01,21.1,Regular,0.020506943,Breakfast,130.4994,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6891375,Food,16
NCX05,15.2,Low Fat,0.09220725,Health and Hygiene,117.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.3913465,Non-Consumables,28
FDI46,9.5,Low Fat,0.07181901,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.523861,Food,14
FDD11,12.85,Low Fat,0.030325415,Starchy Foods,254.904,OUT017,2007,Small,Tier 2,Supermarket Type1,8.018312,Food,6
FDA32,14.0,Low Fat,0.02976925,Fruits and Vegetables,216.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.013035,Food,4
FDW32,18.35,Regular,0.09009571,Fruits and Vegetables,86.3882,OUT035,2004,Small,Tier 2,Supermarket Type1,7.343418,Food,9
FDX22,6.785,Regular,0.03943793,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,5.348976,Food,28
FDQ47,7.155,Regular,0.15574437,Breads,33.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,6.930822,Food,11
FDT07,5.82,Regular,0.07446205,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,8.43685,Food,9
NCQ43,17.75,Low Fat,0.10245294,Others,108.6912,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.090996,Non-Consumables,4
FDW07,18.0,Regular,0.1332802,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,7.3167963,Food,26
FDE35,7.06,Regular,0.04302946,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.373156,Food,14
FDC04,15.6,Low Fat,0.04409045,Dairy,241.3854,OUT045,2002,Small,Tier 2,Supermarket Type1,7.9725437,Food,11
NCW53,18.35,Low Fat,0.02989603,Health and Hygiene,192.5162,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.032249,Non-Consumables,28
NCG07,12.3,Low Fat,0.0511608,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,8.136095,Non-Consumables,9
FDQ03,15.0,Regular,0.075107016,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5476065,Food,9
FDV46,18.2,Low Fat,0.012518697,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,7.984864,Food,26
NCM26,20.5,Low Fat,0.022914624,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.803902,Non-Consumables,14
DRA59,8.27,Regular,0.12055858,Soft Drinks,183.6924,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.166765,Drinks,14
FDW13,8.5,Low Fat,0.0929535,Canned,52.7324,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.8211436,Food,28
DRF27,8.93,Low Fat,0.028020991,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8645267,Drinks,16
FDT12,6.215,Regular,0.048697192,Baking Goods,225.8062,OUT017,2007,Small,Tier 2,Supermarket Type1,8.058291,Food,6
FDD40,20.25,Regular,0.014714565,Dairy,190.7162,OUT045,2002,Small,Tier 2,Supermarket Type1,7.05142,Food,11
FDN25,7.895,Regular,0.0596121,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.0433135,Food,4
FDE33,19.35,Regular,0.048403706,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,7.7312145,Food,26
NCL29,9.695,Low Fat,0.10790277,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,7.550411,Non-Consumables,16
NCO30,19.5,Low Fat,0.02716006,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,6.3122473,Non-Consumables,28
FDB16,8.21,Low Fat,0.04403305,Dairy,87.6198,OUT045,2002,Small,Tier 2,Supermarket Type1,7.0333805,Food,11
FDF16,7.3,Low Fat,0.082783915,Frozen Foods,146.8076,OUT045,2002,Small,Tier 2,Supermarket Type1,7.193136,Food,11
FDL02,20.0,Regular,0.09901547,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,8.217486,Food,16
FDO13,7.865,Low Fat,0.059357565,Breakfast,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.0485325,Food,14
DRG27,8.895,Low Fat,0.16892831,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,3.704108,Drinks,28
FDX31,20.35,Regular,0.024512133,Fruits and Vegetables,234.0958,OUT010,1998,Small,Tier 3,Grocery Store,6.1471677,Food,15
FDX11,16.0,Regular,0.10157963,Baking Goods,183.5634,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.460802,Food,14
NCW41,18.0,Low Fat,0.012275368,Health and Hygiene,158.0604,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.110027,Non-Consumables,14
FDI52,18.7,Low Fat,0.09993994,Frozen Foods,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.206065,Food,4
FDN08,7.72,Regular,0.08428302,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.324732,Food,28
DRD15,10.6,Low Fat,0.055241615,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,8.156356,Drinks,16
DRF01,5.655,Low Fat,0.16217883,Soft Drinks,144.0102,OUT017,2007,Small,Tier 2,Supermarket Type1,7.467212,Drinks,6
DRH15,8.775,Low Fat,0.17600201,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,4.881501,Drinks,28
FDX59,10.195,Low Fat,0.050571166,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.4709697,Food,4
FDO37,8.06,Low Fat,0.035154935,Breakfast,230.2326,OUT010,1998,Small,Tier 3,Grocery Store,6.541171,Food,15
FDY56,16.35,Regular,0.099360056,Fruits and Vegetables,227.1062,OUT010,1998,Small,Tier 3,Grocery Store,5.4192343,Food,15
FDR31,6.46,Regular,0.047992595,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,7.547255,Food,16
NCH54,13.5,Low Fat,0.07013724,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,8.292748,Non-Consumables,9
NCW06,16.2,Low Fat,0.049211532,Household,190.8162,OUT045,2002,Small,Tier 2,Supermarket Type1,7.898718,Non-Consumables,11
NCC18,19.1,Low Fat,0.16381142,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.9832754,Non-Consumables,4
DRJ23,18.35,Low Fat,0.0382659,Hard Drinks,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.075421,Drinks,28
FDO16,5.48,Low Fat,0.015018342,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.254761,Food,14
FDB08,6.055,Low Fat,0.030676346,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.6429806,Food,14
NCZ53,9.6,Low Fat,0.024162518,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,8.071895,Non-Consumables,26
DRJ01,6.135,Low Fat,0.17608604,Soft Drinks,160.2236,OUT010,1998,Small,Tier 3,Grocery Store,5.775319,Drinks,15
DRE48,8.43,Low Fat,0.017177349,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,7.075353,Drinks,16
DRA59,8.27,Regular,0.12028788,Soft Drinks,185.9924,OUT013,1987,High,Tier 3,Supermarket Type1,6.3194675,Drinks,26
FDS27,10.195,Regular,0.012400309,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.666504,Food,14
NCW29,14.0,Low Fat,0.028568538,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.638822,Non-Consumables,4
DRN35,8.01,Low Fat,0.067992054,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.6267405,Drinks,14
FDB09,16.25,Low Fat,0.055809367,Fruits and Vegetables,125.8046,OUT046,1997,Small,Tier 1,Supermarket Type1,6.616102,Food,16
FDV59,13.35,Low Fat,0.046900727,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,8.155783,Food,9
FDD26,8.71,Regular,0.06934512,Canned,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.55306,Food,28
FDV55,17.75,Low Fat,0.053610366,Fruits and Vegetables,145.1444,OUT046,1997,Small,Tier 1,Supermarket Type1,7.5426784,Food,16
FDH48,13.5,Low Fat,0.045867596,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,7.099826,Food,26
FDM51,11.8,Regular,0.021409862,Meat,102.4674,OUT010,1998,Small,Tier 3,Grocery Store,5.316819,Food,15
DRG48,5.78,Low Fat,0.014472462,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.547255,Drinks,14
FDP49,9.0,Regular,0.06448487,Breakfast,55.2614,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.3146596,Food,4
FDB03,17.75,Regular,0.14568508,Dairy,241.0538,OUT046,1997,Small,Tier 1,Supermarket Type1,7.09155,Food,16
FDL10,8.395,Low Fat,0.034011558,Snack Foods,98.7042,OUT013,1987,High,Tier 3,Supermarket Type1,6.794405,Food,26
FDJ32,10.695,Low Fat,0.055919435,Fruits and Vegetables,62.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.3731194,Food,28
FDD11,12.85,Low Fat,0.02021569,Starchy Foods,253.004,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.241455,Food,4
FDW13,8.5,Low Fat,0.09352395,Canned,51.5324,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.7831564,Food,14
FDA32,14.0,Low Fat,0.03145295,Fruits and Vegetables,216.9192,OUT017,2007,Small,Tier 2,Supermarket Type1,8.775175,Food,6
DRQ35,9.3,Low Fat,0.04150389,Hard Drinks,123.7388,OUT045,2002,Small,Tier 2,Supermarket Type1,7.38393,Drinks,11
DRI37,15.85,Low Fat,0.102193594,Soft Drinks,58.7904,OUT046,1997,Small,Tier 1,Supermarket Type1,6.373156,Drinks,16
FDU38,10.8,Low Fat,0.07931927,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,8.434248,Food,16
FDJ07,7.26,Low Fat,0.023855207,Meat,117.415,OUT010,1998,Small,Tier 3,Grocery Store,6.1443143,Food,15
FDT38,18.7,Low Fat,0.05616465,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.3833313,Food,4
FDX02,16.0,Low Fat,0.055711422,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.412012,Food,4
NCN18,8.895,Low Fat,0.117437094,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,8.354784,Non-Consumables,26
FDQ13,11.1,Low Fat,0.010606739,Canned,82.3908,OUT045,2002,Small,Tier 2,Supermarket Type1,7.2021046,Food,11
DRP35,18.85,Low Fat,0.08731233,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.1533146,Drinks,4
DRK47,7.905,Low Fat,0.062341124,Hard Drinks,230.2694,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.070022,Drinks,4
DRI47,14.7,Low Fat,0.020704359,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,8.013035,Drinks,16
FDK20,12.6,Regular,0.040798247,Fruits and Vegetables,121.1072,OUT045,2002,Small,Tier 2,Supermarket Type1,6.8876114,Food,11
FDC34,16.0,Regular,0.15995906,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.9929943,Food,4
FDI15,13.8,Low Fat,0.2211336,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,6.2728333,Food,28
FDG05,11.0,Regular,0.08380951,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.9972587,Food,28
FDK34,13.35,Low Fat,0.038012877,Snack Foods,239.3564,OUT017,2007,Small,Tier 2,Supermarket Type1,8.038716,Food,6
FDX50,20.1,Low Fat,0.117703594,Dairy,109.6228,OUT010,1998,Small,Tier 3,Grocery Store,4.7052217,Food,15
FDP56,8.185,Low Fat,0.045617033,Fruits and Vegetables,48.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.382206,Food,4
NCX54,9.195,Low Fat,0.047012005,Household,107.7622,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.271576,Non-Consumables,14
FDI20,19.1,Low Fat,0.037990008,Fruits and Vegetables,210.8586,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.753333,Food,4
FDH33,12.85,Low Fat,0.115481675,Snack Foods,42.9428,OUT017,2007,Small,Tier 2,Supermarket Type1,6.5554776,Food,6
NCO29,11.15,Low Fat,0.031810258,Health and Hygiene,165.6526,OUT045,2002,Small,Tier 2,Supermarket Type1,7.182064,Non-Consumables,11
FDK22,9.8,Low Fat,0.02580361,Snack Foods,216.785,OUT045,2002,Small,Tier 2,Supermarket Type1,7.5742836,Food,11
DRO47,10.195,Low Fat,0.10104898,Hard Drinks,114.086,OUT046,1997,Small,Tier 1,Supermarket Type1,7.5016212,Drinks,16
FDT19,7.59,Regular,0.13482673,Fruits and Vegetables,172.108,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.372791,Food,28
FDY25,12.0,Low Fat,0.033595894,Canned,181.2976,OUT017,2007,Small,Tier 2,Supermarket Type1,8.53124,Food,6
FDS44,12.65,Regular,0.24154349,Fruits and Vegetables,240.9538,OUT019,1985,Small,Tier 1,Grocery Store,6.175259,Food,28
FDJ21,16.7,Regular,0.037862223,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.1178,Food,14
FDO40,17.1,Low Fat,0.03210712,Frozen Foods,148.7392,OUT046,1997,Small,Tier 1,Supermarket Type1,7.4027753,Food,16
FDL36,15.1,Low Fat,0.12504403,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,4.498509,Food,28
FDJ21,16.7,Regular,0.037804544,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,7.467212,Food,16
FDD05,19.35,Low Fat,0.016567437,Frozen Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,8.123936,Food,6
FDS10,19.2,Low Fat,0.05722446,Snack Foods,178.9318,OUT010,1998,Small,Tier 3,Grocery Store,5.195353,Food,15
FDG14,9.0,Regular,0.049034096,Canned,150.9024,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.488316,Food,28
FDN57,18.25,Low Fat,0.05281462,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.727115,Food,16
FDS47,16.75,Low Fat,0.12187665,Breads,86.1856,OUT017,2007,Small,Tier 2,Supermarket Type1,7.248625,Food,6
FDO40,17.1,Low Fat,0.053173654,Frozen Foods,150.2392,OUT010,1998,Small,Tier 3,Grocery Store,6.3911743,Food,15
FDM50,13.0,Regular,0.029704612,Canned,61.422,OUT045,2002,Small,Tier 2,Supermarket Type1,6.2902684,Food,11
FDF44,7.17,Regular,0.05812659,Fruits and Vegetables,129.4968,OUT045,2002,Small,Tier 2,Supermarket Type1,8.129445,Food,11
FDS21,19.85,Regular,0.03434577,Snack Foods,61.9194,OUT010,1998,Small,Tier 3,Grocery Store,4.8189807,Food,15
NCJ06,20.1,Low Fat,0.05890292,Household,119.8782,OUT019,1985,Small,Tier 1,Grocery Store,5.473767,Non-Consumables,28
FDX49,4.615,Regular,0.097161464,Canned,231.93,OUT045,2002,Small,Tier 2,Supermarket Type1,7.8490624,Food,11
FDU33,7.63,Regular,0.12686038,Snack Foods,47.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.823073,Food,4
NCN06,8.39,Low Fat,0.11368308,Household,163.4868,OUT013,1987,High,Tier 3,Supermarket Type1,8.43077,Non-Consumables,26
NCN53,5.175,Low Fat,0.030070482,Health and Hygiene,33.5874,OUT017,2007,Small,Tier 2,Supermarket Type1,6.453898,Non-Consumables,6
NCE30,16.0,Low Fat,0.09444939,Household,212.6902,OUT013,1987,High,Tier 3,Supermarket Type1,6.4570374,Non-Consumables,26
FDN21,18.6,Low Fat,0.12624869,Snack Foods,159.8236,OUT019,1985,Small,Tier 1,Grocery Store,5.775319,Food,28
FDB52,17.75,Low Fat,0.029838584,Dairy,256.7672,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.3770895,Food,28
